DateTime,LocationID,ForecastTime,VendorID,Value,Units
2021-08-14T18,BNDN5,2021-08-14T00,TC+KHGMEC_raw,57.39,CFS
2021-08-15T00,BNDN5,2021-08-14T00,TC+KHGMEC_raw,57.39,CFS
2021-08-15T06,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-15T12,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-15T18,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-16T00,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-16T06,BNDN5,2021-08-14T00,TC+KHGMEC_raw,54.63,CFS
2021-08-16T12,BNDN5,2021-08-14T00,TC+KHGMEC_raw,54.63,CFS
2021-08-16T18,BNDN5,2021-08-14T00,TC+KHGMEC_raw,54.63,CFS
2021-08-17T00,BNDN5,2021-08-14T00,TC+KHGMEC_raw,54.63,CFS
2021-08-17T06,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-17T12,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-17T18,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-18T00,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.73,CFS
2021-08-18T06,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.18,CFS
2021-08-18T12,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.18,CFS
2021-08-18T18,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.18,CFS
2021-08-19T00,BNDN5,2021-08-14T00,TC+KHGMEC_raw,55.18,CFS
2021-08-19T06,BNDN5,2021-08-14T00,TC+KHGMEC_raw,54.08,CFS
2021-08-19T12,BNDN5,2021-08-14T00,TC+KHGMEC_raw,54.08,CFS
2021-08-19T18,BNDN5,2021-08-14T00,TC+KHGMEC_raw,54.08,CFS
