DateTime,LocationID,ForecastTime,VendorID,Value,Units
2021-07-12T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,176.63,CFS
2021-07-13T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,176.63,CFS
2021-07-13T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,106.63,CFS
2021-07-13T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,106.63,CFS
2021-07-13T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,106.63,CFS
2021-07-14T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,106.63,CFS
2021-07-14T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,470.42,CFS
2021-07-14T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,470.42,CFS
2021-07-14T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,470.42,CFS
2021-07-15T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,470.42,CFS
2021-07-15T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,597.17,CFS
2021-07-15T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,597.17,CFS
2021-07-15T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,597.17,CFS
2021-07-16T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,597.17,CFS
2021-07-16T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,617.50,CFS
2021-07-16T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,617.50,CFS
2021-07-16T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,617.50,CFS
2021-07-17T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,617.50,CFS
2021-07-17T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,565.91,CFS
2021-07-17T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,565.91,CFS
2021-07-17T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,565.91,CFS
2021-07-18T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,565.91,CFS
2021-07-18T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,410.76,CFS
2021-07-18T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,410.76,CFS
2021-07-18T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,410.76,CFS
2021-07-19T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,410.76,CFS
2021-07-19T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,462.34,CFS
2021-07-19T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,462.34,CFS
2021-07-19T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,462.34,CFS
2021-07-20T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,462.34,CFS
2021-07-20T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,422.38,CFS
2021-07-20T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,422.38,CFS
2021-07-20T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,422.38,CFS
2021-07-21T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,422.38,CFS
2021-07-21T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,356.28,CFS
2021-07-21T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,356.28,CFS
2021-07-21T18,BNDN5,2021-07-12T00,TC+KHGMEC_bc,356.28,CFS
2021-07-22T00,BNDN5,2021-07-12T00,TC+KHGMEC_bc,356.28,CFS
2021-07-22T06,BNDN5,2021-07-12T00,TC+KHGMEC_bc,577.10,CFS
2021-07-22T12,BNDN5,2021-07-12T00,TC+KHGMEC_bc,577.10,CFS
2021-07-12T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.30,CFS
2021-07-13T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.30,CFS
2021-07-13T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.24,CFS
2021-07-13T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.24,CFS
2021-07-13T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.24,CFS
2021-07-14T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.24,CFS
2021-07-14T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-14T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-14T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-15T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-15T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-15T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-15T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-16T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-16T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-16T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-16T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-17T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-17T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-17T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-17T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-18T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-18T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-18T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-18T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-19T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-19T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-19T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-19T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-20T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-20T06,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-20T12,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-20T18,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
2021-07-21T00,ARWN8,2021-07-12T00,TC+KHGMEC_bc, 0.00,CFS
