DateTime,LocationID,ForecastTime,VendorID,Value,Units
2021-02-19T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 0.19,CFS
2021-02-23T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 1.32,CFS
2021-02-23T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 2.05,CFS
2021-02-23T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 2.87,CFS
2021-02-23T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 3.13,CFS
2021-02-24T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 3.70,CFS
2021-02-24T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 4.22,CFS
2021-02-24T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 4.94,CFS
2021-02-24T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 5.00,CFS
2021-02-25T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 6.83,CFS
2021-02-25T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm, 9.07,CFS
2021-02-25T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,11.30,CFS
2021-02-25T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,12.71,CFS
2021-02-26T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,14.62,CFS
2021-02-26T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,16.10,CFS
2021-02-26T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,17.51,CFS
2021-02-26T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,18.40,CFS
2021-02-27T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,20.06,CFS
2021-02-27T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,20.84,CFS
2021-02-27T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,21.51,CFS
2021-02-27T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,21.02,CFS
2021-02-28T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,21.87,CFS
2021-02-28T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,22.00,CFS
2021-02-28T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,21.75,CFS
2021-02-28T18,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,19.64,CFS
2021-03-01T00,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,18.57,CFS
2021-03-01T06,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,17.21,CFS
2021-03-01T12,BNDN5,2021-02-19T00,TC+KHGMEC_lstm,15.93,CFS
2021-02-19T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-20T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-21T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-22T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-23T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-23T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-23T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-23T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-24T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-24T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-24T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-24T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-25T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-25T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-25T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-25T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-26T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-26T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-26T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-26T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-27T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-27T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-27T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-27T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-28T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-28T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-28T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-28T18,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-03-01T00,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-03-01T06,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-03-01T12,ARWN8,2021-02-19T00,TC+KHGMEC_lstm, 0.00,CFS
2021-02-19T18,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,123.28,CFS
2021-02-20T00,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,115.39,CFS
2021-02-20T06,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,108.16,CFS
2021-02-20T12,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,105.19,CFS
2021-02-20T18,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,106.75,CFS
2021-02-21T00,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,111.54,CFS
2021-02-21T06,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,117.93,CFS
2021-02-21T12,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,124.68,CFS
2021-02-21T18,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,129.34,CFS
2021-02-22T00,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,131.78,CFS
2021-02-22T06,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,133.90,CFS
2021-02-22T12,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,133.41,CFS
2021-02-22T18,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,131.14,CFS
2021-02-23T00,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,128.61,CFS
2021-02-23T06,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,126.62,CFS
2021-02-23T12,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,124.53,CFS
2021-02-23T18,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,124.91,CFS
2021-02-24T00,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,125.25,CFS
2021-02-24T06,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,126.32,CFS
2021-02-24T12,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,127.79,CFS
2021-02-24T18,TCCC1,2021-02-19T00,TC+KHGMEC_lstm,130.30,CFS
