DateTime,LocationID,ForecastTime,VendorID,Value,Units
2020-12-10T18,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 3.92,CFS
2020-12-11T00,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 4.16,CFS
2020-12-11T06,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 4.38,CFS
2020-12-11T12,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 4.71,CFS
2020-12-11T18,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 4.79,CFS
2020-12-12T00,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 5.48,CFS
2020-12-12T06,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 6.14,CFS
2020-12-12T12,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 7.03,CFS
2020-12-12T18,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 7.82,CFS
2020-12-13T00,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 9.04,CFS
2020-12-13T06,BNDN5,2020-12-10T00,TC+KHGMEC_lstm, 9.90,CFS
2020-12-13T12,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,10.69,CFS
2020-12-13T18,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,11.22,CFS
2020-12-14T00,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,12.21,CFS
2020-12-14T06,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,13.05,CFS
2020-12-14T12,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,11.64,CFS
2020-12-14T18,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,10.33,CFS
2020-12-15T00,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,10.93,CFS
2020-12-15T06,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,11.18,CFS
2020-12-15T12,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,11.65,CFS
2020-12-15T18,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,11.51,CFS
2020-12-16T00,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,11.14,CFS
2020-12-16T06,BNDN5,2020-12-10T00,TC+KHGMEC_lstm,10.37,CFS
